h12,h21,L_1,L_2,L,W_1,W_2,W,U
2.1,1.2,0.6276790006557047,0.975528000870952,1.6032070015266546,0.5927348134766409,1.0119477774016459,0.8023412954391433,0.976602109340855
2.1,1.5,0.6764107123479112,0.8962987476687035,1.5727094600166154,0.5976838154952607,0.9759010021985418,0.7867924088469013,0.9096950236314145
2.1,1.7999999999999998,0.7185588497662294,0.8316109080979543,1.550169757864183,0.6019463913630544,0.9487461950359596,0.775346293199507,0.8607100065310398
2.1,2.1,0.7553752121140609,0.777417979541677,1.5327931916557398,0.605626295910914,0.9274705573665653,0.7665484266387397,0.8233965413071712
2.1,2.4,0.7878055385931966,0.7311534282811443,1.5189589668743408,0.6088177625528514,0.9103011776307124,0.7595594700917818,0.7940769688120645
2.1,2.6999999999999997,0.8165831088077133,0.69107950326415,1.5076626120718633,0.6116010772332992,0.896121714193246,0.7538613957132726,0.7704534508706279
2.1,3.0,0.8422867155988327,0.6559616012343341,1.4982483168331655,0.614042745633984,0.8841920163859637,0.7491173810099738,0.7510222459465362
2.4,0.0,0.30141093991954643,1.82093626668187,2.1223472066014195,0.5552782235635764,1.609044705518897,1.0821614645412367,2.0809492391353657
2.4,0.3,0.40917845197406344,1.4372611052835373,1.8464395572576022,0.5795366108698661,1.2795436406098615,0.9295401257398638,1.5085045350381834
2.4,0.6,0.4890704666168924,1.2351321605024161,1.724202627119309,0.5864257270377478,1.1435028036104378,0.8649642653240928,1.2458192819236769
2.4,0.8999999999999999,0.5542101912720174,1.1008527976918199,1.655062988963836,0.5919064423675657,1.0663105811461424,0.8291085117568541,1.0953334857988077
2.4,1.2,0.6092064101733282,1.0012386420299588,1.6104450522032874,0.5967761241194137,1.0155659461809656,0.8061710351501896,0.9978175497000092
2.4,1.5,0.6565078421936517,0.9226890802620547,1.5791969224557068,0.6010759086096241,0.9793096664247206,0.7901927875171724,0.9297370818851793
2.4,1.7999999999999998,0.6977009667904496,0.8583438098331809,1.5560447766236314,0.6048455300396697,0.9519557324106569,0.7784006312251632,0.8796944453517864
2.4,2.1,0.7339196585075507,0.8042477001187125,1.5381673586262634,0.608144677801807,0.9305015889824768,0.769323133392142,0.8414645052506469
2.4,2.4,0.7660182552145138,0.757900995122407,1.5239192503369203,0.6110368930774652,0.9131753831077719,0.7621061380926186,0.8113609195598676
2.4,2.6999999999999997,0.7946609492951243,0.7176156188032136,1.5122765680983377,0.613581032853228,0.8988587762368394,0.7562199045450337,0.787067033043173
2.4,3.0,0.8203748897838726,0.6821940106531956,1.5025689004370688,0.6158284499246723,0.8868088317553063,0.7513186408399893,0.767058676292541
2.6999999999999997,0.0,0.296848404969251,1.8327374785216586,2.1295858834909116,0.5630264202153124,1.6095624668992223,1.0862944435572675,2.0885588673449824
2.6999999999999997,0.3,0.4006483763125619,1.4545163768574696,1.85516475317003,0.586239339764478,1.2825423055886704,0.9343908226765743,1.526738667715421
