bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,heatmap_bound,arrival_rate1,arrival_rate2,service_rate1,service_rate2,num_servers,CV_W
16,1.8119583479428785,2.227356300349748,1.9504243320785015,6.517435926454108,1.181910321937973,0.7685373222389669,1.9504476441769412,1.2000000000000002,1.4000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3089084725054925
16,1.8250017148220656,2.2111939626874264,1.9537324641105192,6.423062708468538,1.2332085162038635,0.7207038235794689,1.9539123397833342,1.2000000000000002,1.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.297197156552351
16,1.8356229897881993,2.197502636838009,1.9562495388048025,6.343160983579502,1.2779674539354757,0.6785885804387466,1.9565560343742208,1.2000000000000002,1.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2874447905041562
16,1.8444198626624657,2.185743421681556,1.9581943823354955,6.274504012050456,1.3173383745131182,0.6412749607582011,1.9586133352713204,1.2000000000000002,2.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2791865970135394
16,1.8518117116907868,2.1755255727632945,1.9597163320482893,6.2147948468086565,1.35222402343839,0.6080161601464876,1.960240183584877,1.2000000000000002,2.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2720968771585242
16,1.858100874230435,2.1665586512773323,1.9609201332460673,6.162348951962369,1.3833399825874124,0.5782037738966946,1.961543756484107,1.2000000000000002,2.4000000000000004,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2659403368173467
16,1.8635103092572072,2.1586219589373212,1.9618808591505785,6.115893982608391,1.4112596006625313,0.5513402538847743,1.9625998545473027,1.2000000000000002,2.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2605420686048268
16,1.8682076999027006,2.1515445459593647,1.962653315254922,6.074445195864863,1.4364470032428043,0.5270164060713685,1.963463409314171,1.2000000000000002,2.8000000000000003,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2557688815265722
16,1.8723213631368338,2.145191780444106,1.9632781689059244,6.037225568807703,1.459281535435371,0.5048935287409547,1.964175064176327,1.2000000000000002,3.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2515173191189963
16,1.3963919627556847,2.5119303794032297,1.7682381016381996,5.722799252820221,0.45084286958969466,1.3130400347443083,1.763882904334002,1.4000000000000001,0.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3528931923957639
16,1.5602502272318381,2.434524088353104,1.8516748476055933,7.226066796687617,0.5938840973441084,1.2509289479180041,1.844813045262113,1.4000000000000001,0.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4517313603424395
16,1.6498743802093252,2.3754982629878034,1.8917490078021513,7.371820591464633,0.7228052764822976,1.1641583168256553,1.8869635933079547,1.4000000000000001,0.4,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4352377994856182
16,1.705997378223999,2.3294563400990995,1.9138170321823658,7.214365782223562,0.8328797437446145,1.078029692141067,1.910909435885682,1.4000000000000001,0.6000000000000001,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4034555547151228
